id,code,description,unit,category,subcategory,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DRA1,DRA1,All items below based on disposal of excavation arisings being clean/inert material. Rates flucuating based on a prime cost of:,item,Drainage,Excavation,300.0,Drainage!O20,300.0,Drainage!A20,Drainage,
DRA2,DRA2,Excludes suspended drainage to ground floor,item,Drainage,General Drainage,0.0,,0.0,Drainage!A21,Drainage,drainage
DRA3,DRA3,Excludes services and service entries. No details,item,Drainage,General Drainage,0.0,,0.0,Drainage!A22,Drainage,
DRA902,DRA926,"Pipework, accessories & fittings; Blucher Stainless Steel Europipe; 150mm dia; rest bend",m,Drainage,Pipework,199.95,Drainage!O1049,199.95,Drainage!A1049,Drainage,"150mm,pipe"
DRA903,DRA927,"Pipework, accessories & fittings; Blucher Stainless Steel Europipe; 150mm dia; rocker",m,Drainage,Pipework,112.01,Drainage!O1050,112.01,Drainage!A1050,Drainage,"150mm,pipe"
DRA904,DRA928,"Pipework, accessories & fittings; Blucher Stainless Steel Europipe; 150 x 100 branch",m,Drainage,Pipework,231.31,Drainage!O1051,231.31,Drainage!A1051,Drainage,pipe
DRA905,DRA929,"Pipework, accessories & fittings; Blucher Stainless Steel Europipe; 150 x 150 branch",m,Drainage,Pipework,248.35,Drainage!O1052,248.35,Drainage!A1052,Drainage,pipe
DRA906,DRA882,"Pipework, accessories & fittings; HDPE; 25mm dia pipe",m,Drainage,Pipework,6.32,Drainage!O1055,6.32,Drainage!A1055,Drainage,"25mm,pipe"
DRA907,DRA883,"Pipework, accessories & fittings; HDPE; 25mm dia; elbow",m,Drainage,Pipework,19.35,Drainage!O1056,19.35,Drainage!A1056,Drainage,"25mm,pipe"
DRA908,DRA884,"Pipework, accessories & fittings; HDPE; 25 x 25mm tee",m,Drainage,Pipework,25.19,Drainage!O1057,25.19,Drainage!A1057,Drainage,"25mm,pipe"
DRA909,DRA885,"Pipework, accessories & fittings; HDPE; 25 to 20 reducer",m,Drainage,Pipework,17.4,Drainage!O1058,17.4,Drainage!A1058,Drainage,pipe
DRA910,DRA885,"Pipework, accessories & fittings; HDPE; 32mm dia pipe",m,Drainage,Pipework,9.38,Drainage!O1060,9.38,Drainage!A1060,Drainage,"32mm,pipe"
DRA911,DRA886,"Pipework, accessories & fittings; HDPE; 32mm dia; elbow",m,Drainage,Pipework,20.0,Drainage!O1061,20.0,Drainage!A1061,Drainage,"32mm,pipe"
DRA912,DRA887,"Pipework, accessories & fittings; HDPE; 32 x 32mm tee",m,Drainage,Pipework,37.79,Drainage!O1062,37.79,Drainage!A1062,Drainage,"32mm,pipe"
DRA913,DRA888,"Pipework, accessories & fittings; HDPE; 32 x 25mm tee",m,Drainage,Pipework,37.79,Drainage!O1063,37.79,Drainage!A1063,Drainage,"25mm,pipe"
DRA914,DRA889,"Pipework, accessories & fittings; HDPE; 32 to 25 reducer",m,Drainage,Pipework,21.3,Drainage!O1064,21.3,Drainage!A1064,Drainage,pipe
DRA915,DRA890,"Pipework, accessories & fittings; HDPE; 63mm dia pipe",m,Drainage,Pipework,20.91,Drainage!O1066,20.91,Drainage!A1066,Drainage,"63mm,pipe"
DRA916,DRA891,"Pipework, accessories & fittings; HDPE; 63mm dia pipe; vertical",m,Drainage,Pipework,27.93,Drainage!O1067,27.93,Drainage!A1067,Drainage,"63mm,pipe"
DRA917,DRA892,"Pipework, accessories & fittings; HDPE; 63mm dia; elbow",m,Drainage,Pipework,45.19,Drainage!O1068,45.19,Drainage!A1068,Drainage,"63mm,pipe"
DRA918,DRA893,"Pipework, accessories & fittings; HDPE; 63 x 63mm tee",m,Drainage,Pipework,80.76,Drainage!O1069,80.76,Drainage!A1069,Drainage,"63mm,pipe"
DRA919,DRA894,"Pipework, accessories & fittings; HDPE; 63 x 50/32/25mm tee",m,Drainage,Pipework,80.76,Drainage!O1070,80.76,Drainage!A1070,Drainage,"25mm,pipe"
DRA920,DRA895,"Pipework, accessories & fittings; HDPE; 63 to 32 reducer",m,Drainage,Pipework,61.29,Drainage!O1071,61.29,Drainage!A1071,Drainage,pipe
DRA921,DRA896,"Pipework, accessories & fittings; HDPE; 110mm dia pipe ",m,Drainage,Pipework,45.02,Drainage!O1073,45.02,Drainage!A1073,Drainage,"110mm,pipe"
DRA922,DRA897,"Pipework, accessories & fittings; HDPE; 110mm dia; rocker; 600 lg",m,Drainage,Pipework,40.61,Drainage!O1074,40.61,Drainage!A1074,Drainage,"110mm,pipe"
DRA923,DRA898,"Pipework, accessories & fittings; HDPE; 110mm dia; bend",m,Drainage,Pipework,132.68,Drainage!O1075,132.68,Drainage!A1075,Drainage,"110mm,pipe"
DRA924,DRA899,"Pipework, accessories & fittings; HDPE; 110 x 110mm branch",m,Drainage,Pipework,197.58,Drainage!O1076,197.58,Drainage!A1076,Drainage,"110mm,pipe"
DRA925,DRA900,"Pipework, accessories & fittings; HDPE; 110mm screw door access ",m,Drainage,Pipework,54.9,Drainage!O1077,54.9,Drainage!A1077,Drainage,"110mm,pipe"
DRA926,DRA901,"Pipework, accessories & fittings; HDPE; 110 adaptor / connector to UPVC",m,Drainage,Pipework,223.54,Drainage!O1078,223.54,Drainage!A1078,Drainage,pipe
DRA927,DRA902,"Pipework, accessories & fittings; HDPE; 125mm dia pipe ",m,Drainage,Pipework,55.04,Drainage!O1080,55.04,Drainage!A1080,Drainage,"125mm,pipe"
DRA928,DRA903,"Pipework, accessories & fittings; HDPE; 125mm dia; rocker; 600 lg",m,Drainage,Pipework,56.03,Drainage!O1081,56.03,Drainage!A1081,Drainage,"125mm,pipe"
DRA929,DRA904,"Pipework, accessories & fittings; HDPE; 125mm dia; bend",m,Drainage,Pipework,158.64,Drainage!O1082,158.64,Drainage!A1082,Drainage,"125mm,pipe"
DRA930,DRA905,"Pipework, accessories & fittings; HDPE; 160mm dia pipe ",m,Drainage,Pipework,70.19,Drainage!O1084,70.19,Drainage!A1084,Drainage,"160mm,pipe"
DRA931,DRA906,"Pipework, accessories & fittings; HDPE; 160mm dia; rocker; 600 lg",m,Drainage,Pipework,56.03,Drainage!O1085,56.03,Drainage!A1085,Drainage,"160mm,pipe"
DRA932,DRA907,"Pipework, accessories & fittings; HDPE; 160mm dia; bend",m,Drainage,Pipework,158.64,Drainage!O1086,158.64,Drainage!A1086,Drainage,"160mm,pipe"
DRA933,DRA908,"Pipework, accessories & fittings; HDPE; 160 x 110mm branch",m,Drainage,Pipework,314.4,Drainage!O1087,314.4,Drainage!A1087,Drainage,"110mm,pipe"
DRA934,DRA909,"Pipework, accessories & fittings; HDPE; 250mm dia pipe (inc coupler at 5m c/s)",m,Drainage,Pipework,90.09,Drainage!O1089,90.09,Drainage!A1089,Drainage,"250mm,pipe"
DRA935,DRA910,"Pipework, accessories & fittings; HDPE; 250mm dia; rocker; 600 lg",m,Drainage,Pipework,259.64,Drainage!O1090,259.64,Drainage!A1090,Drainage,"250mm,pipe"
DRA936,DRA911,"Pipework, accessories & fittings; HDPE; 250mm dia; bend",m,Drainage,Pipework,354.02,Drainage!O1091,354.02,Drainage!A1091,Drainage,"250mm,pipe"
DRA937,DRA912,"Pipework, accessories & fittings; HDPE; 250 x 250mm branch",m,Drainage,Pipework,497.82,Drainage!O1092,497.82,Drainage!A1092,Drainage,"250mm,pipe"
DRA938,DRA913,"Pipework, accessories & fittings; HDPE; 315mm dia pipe (inc coupler at 5m c/s)",m,Drainage,Pipework,110.47,Drainage!O1094,110.47,Drainage!A1094,Drainage,"315mm,pipe"
DRA939,DRA914,"Pipework, accessories & fittings; HDPE; 315mm dia; rocker; 600 lg",m,Drainage,Pipework,334.96,Drainage!O1095,334.96,Drainage!A1095,Drainage,"315mm,pipe"
DRA940,DRA915,"Pipework, accessories & fittings; HDPE; 315mm dia; bend",m,Drainage,Pipework,470.59,Drainage!O1096,470.59,Drainage!A1096,Drainage,"315mm,pipe"
DRA941,DRA908,"Gullies, channels, etc.; Clay; Square gully; 100dia; 150sq plastic grid; SG2/1",m,Drainage,Gullies,88.46,Drainage!O1099,88.46,Drainage!A1099,Drainage,
DRA942,DRA893,"Gullies, channels, etc.; Clay; Inlet gully; SDG3/1",m,Drainage,Gullies,99.91,Drainage!O1100,99.91,Drainage!A1100,Drainage,
DRA943,DRA894,"Gullies, channels, etc.; Clay; Paved area gully; SDG2/1",m,Drainage,Gullies,93.29,Drainage!O1101,93.29,Drainage!A1101,Drainage,
DRA944,DRA895,"Gullies, channels, etc.; Clay; Access gully; SG3/1",m,Drainage,Gullies,90.53,Drainage!O1102,90.53,Drainage!A1102,Drainage,
DRA945,DRA896,"Gullies, channels, etc.; Clay; Yard gully; 225 dia x 585 dp x 100 outlet; LD G&F; RGP5",m,Drainage,Gullies,295.45,Drainage!O1103,295.45,Drainage!A1103,Drainage,
DRA946,DRA897,"Gullies, channels, etc.; Clay; Yard gully; 225 dia x 585 dp x 100 outlet; MD G&F; RGP6",m,Drainage,Gullies,297.17,Drainage!O1104,297.17,Drainage!A1104,Drainage,
DRA947,DRA898,"Gullies, channels, etc.; Clay; Yard gully; 225 dia x 585 dp x 100 outlet; MD G&F; RGP6, with Filter/Silt bucket IBP3",m,Drainage,Gullies,387.15,Drainage!O1105,387.15,Drainage!A1105,Drainage,
DRA948,DRA899,"Gullies, channels, etc.; UPVC; Inlet hopper 4D508; gully trap 4D500",m,Drainage,Gullies,81.78,Drainage!O1106,81.78,Drainage!A1106,Drainage,
DRA949,DRA900,"Gullies, channels, etc.; UPVC; Plain hopper 4D503; gully trap 4D500",m,Drainage,Gullies,86.22,Drainage!O1107,86.22,Drainage!A1107,Drainage,
DRA950,DRA901,"Gullies, channels, etc.; UPVC; Yard gully 4D701",m,Drainage,Gullies,81.39,Drainage!O1108,81.39,Drainage!A1108,Drainage,
DRA951,DRA902,"Gullies, channels, etc.; UPVC; Bottle gully 4D901",m,Drainage,Gullies,88.64,Drainage!O1109,88.64,Drainage!A1109,Drainage,
DRA952,DRA903,"Gullies, channels, etc.; CI; Plain gully inlet & trap; Heavy grate; TD684, TD60, TD651",m,Drainage,Gullies,335.92,Drainage!O1110,335.92,Drainage!A1110,Drainage,
DRA953,DRA904,"Gullies, channels, etc.; CI; Gully trap with surface access; TD107, TD500, TD612",m,Drainage,Gullies,374.81,Drainage!O1111,374.81,Drainage!A1111,Drainage,
DRA954,DRA905,"Gullies, channels, etc.; CI; Deans trap gully; TD550; 600dp inc sediment pan",m,Drainage,Gullies,544.12,Drainage!O1112,544.12,Drainage!A1112,Drainage,
DRA955,DRA906,"Gullies, channels, etc.; CI; Gully trap; TD551; 425dp inc sediment pan",m,Drainage,Gullies,456.97,Drainage!O1113,456.97,Drainage!A1113,Drainage,
DRA956,DRA907,"Gullies, channels, etc.; CI; Gully trap square; TD553; inc sediment pan",m,Drainage,Gullies,460.03,Drainage!O1114,460.03,Drainage!A1114,Drainage,
DRA957,DRA908,"Gullies, channels, etc.; CI; Grease trap; TD706; inc sediment pan",m,Drainage,General Drainage,1011.39,Drainage!O1115,1011.39,Drainage!A1115,Drainage,
DRA958,DRA909,"Gullies, channels, etc.; CI; Garage gully; TD556; 225 x 600dp inc sediment pan",m,Drainage,Gullies,484.64,Drainage!O1116,484.64,Drainage!A1116,Drainage,
DRA959,DRA910,"Gullies, channels, etc.; CI; Garage gully; TD554; 300 x 600dp inc sediment pan",m,Drainage,Gullies,915.97,Drainage!O1117,915.97,Drainage!A1117,Drainage,
DRA960,DRA911,"Gullies, channels, etc.; CI; Garage gully; TD558; 325 x 600dp inc sediment pan",m,Drainage,Gullies,994.39,Drainage!O1118,994.39,Drainage!A1118,Drainage,
DRA961,DRA912,"Gullies, channels, etc.; Road gully; Conc; 450 dia x 900 dp; 150 dia outlet; D400 400 x 440 grating & frame",m,Drainage,Gullies,393.06,Drainage!O1119,393.06,Drainage!A1119,Drainage,
DRA962,DRA913,"Gullies, channels, etc.; Road gully; Clay; 450 dia x 900 dp; 150 dia outlet; Hepworth ref RGR4; D400 400 x 440 grating & frame",m,Drainage,Gullies,457.87,Drainage!O1120,457.87,Drainage!A1120,Drainage,
DRA963,DRA914,"Gullies, channels, etc.; Existing road gully; take off existing cover and re-set",m,Drainage,Gullies,152.09,Drainage!O1121,152.09,Drainage!A1121,Drainage,
DRA964,DRA915,"Gullies, channels, etc.; Wade floor gully; K2193 NBronze grating & frame, U1404 bottle trap, T1103 100mm dia S/S adaptor; conc surround",m,Drainage,Gullies,278.13,Drainage!O1122,278.13,Drainage!A1122,Drainage,100mm
DRA965,DRA916,"Gullies, channels, etc.; Extra; Nickel bronze grating; Wade reference L2141 with pipework adaptor Wade reference T301",m,Drainage,Pipework,102.02,Drainage!O1123,102.02,Drainage!A1123,Drainage,pipe
DRA966,DRA915,"Gullies, channels, etc.; Wade floor gully; K2307 SS grating & frame, G304 trap, U104 extn pipe; seal kit & collar; concrete surround",m,Drainage,Gullies,628.59,Drainage!O1124,628.59,Drainage!A1124,Drainage,pipe
DRA967,DRA916,"Gullies, channels, etc.; Plantroom Floor gully; Wade G304 trapped gully body; stainless steel grating Wade L2106 with extension piece to suit",m,Drainage,Gullies,359.45,Drainage!O1125,359.45,Drainage!A1125,Drainage,
DRA968,DRA917,"Gullies, channels, etc.; Bulcher s/s int floor gully with waterless odour trap",m,Drainage,Gullies,1017.5,Drainage!O1126,1017.5,Drainage!A1126,Drainage,
DRA969,DRA916,"Gullies, channels, etc.; Wade floor gully; K2307 SS grating & frame, U1404 bottle trap, C204 gully body, U602 Tundish, clamping collar; conc surround",m,Drainage,Gullies,402.62,Drainage!O1127,402.62,Drainage!A1127,Drainage,
DRA970,DRA917,"Gullies, channels, etc.; Universal grease trap RGU1, 600x450x550dp; LD C&F",m,Drainage,General Drainage,841.41,Drainage!O1128,841.41,Drainage!A1128,Drainage,
DRA971,DRA918,"Gullies, channels, etc.; Channel drain; ACO M100D; with 400DL slotted galvanised grate (A15)",m,Drainage,General Drainage,80.98,Drainage!O1129,80.98,Drainage!A1129,Drainage,
DRA972,DRA919,"Gullies, channels, etc.; Channel drain; ACO M100D; with 522DL Heelguard composite grate (C250)",m,Drainage,General Drainage,95.89,Drainage!O1130,95.89,Drainage!A1130,Drainage,
DRA973,DRA920,"Gullies, channels, etc.; Channel drain; ACO M100D; with 23405DL Heelguard ductile iron grate (D400)",m,Drainage,General Drainage,101.57,Drainage!O1131,101.57,Drainage!A1131,Drainage,
DRA974,DRA921,"Gullies, channels, etc.; Channel drain; ACO M100D; with 23460 Galvanised Steel Brickslot grating (C250)",m,Drainage,General Drainage,126.91,Drainage!O1132,126.91,Drainage!A1132,Drainage,
DRA975,DRA922,"Gullies, channels, etc.; Channel drain; ACO M100D; with 23465 Galvanised Steel Brickslot grating (D400)",m,Drainage,General Drainage,146.87,Drainage!O1133,146.87,Drainage!A1133,Drainage,
DRA976,DRA923,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,36.04,Drainage!O1134,36.04,Drainage!A1134,Drainage,
DRA977,DRA924,"Gullies, channels, etc.; Angle junction",m,Drainage,General Drainage,116.73,Drainage!O1135,116.73,Drainage!A1135,Drainage,
DRA978,DRA925,"Gullies, channels, etc.; T junction",m,Drainage,General Drainage,78.13,Drainage!O1136,78.13,Drainage!A1136,Drainage,
DRA979,DRA923,"Gullies, channels, etc.; Access unit",m,Drainage,General Drainage,279.22,Drainage!O1137,279.22,Drainage!A1137,Drainage,
DRA980,DRA924,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,265.3,Drainage!O1138,265.3,Drainage!A1138,Drainage,
DRA981,DRA925,"Gullies, channels, etc.; Channel drain; ACO S100D; with 774 Heelguard ductile iron grate (D400)",m,Drainage,General Drainage,97.08,Drainage!O1139,97.08,Drainage!A1139,Drainage,
DRA982,DRA926,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,23.7,Drainage!O1140,23.7,Drainage!A1140,Drainage,
DRA983,DRA927,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,197.09,Drainage!O1141,197.09,Drainage!A1141,Drainage,
DRA984,DRA928,"Gullies, channels, etc.; Channel drain; ACO M150D; with 23161DL Heelguard ductile iron grate (D400)",m,Drainage,General Drainage,151.84,Drainage!O1142,151.84,Drainage!A1142,Drainage,
DRA985,DRA929,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,21.88,Drainage!O1143,21.88,Drainage!A1143,Drainage,
DRA986,DRA930,"Gullies, channels, etc.; Angle junction",m,Drainage,General Drainage,51.08,Drainage!O1144,51.08,Drainage!A1144,Drainage,
DRA987,DRA931,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,348.23,Drainage!O1145,348.23,Drainage!A1145,Drainage,
DRA988,DRA932,"Gullies, channels, etc.; Channel drain; ACO M200D; with 23221DL Heelguard ductile iron grate (D400)",m,Drainage,General Drainage,188.09,Drainage!O1146,188.09,Drainage!A1146,Drainage,
DRA989,DRA933,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,22.92,Drainage!O1147,22.92,Drainage!A1147,Drainage,
DRA990,DRA934,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,352.72,Drainage!O1148,352.72,Drainage!A1148,Drainage,
DRA991,DRA935,"Gullies, channels, etc.; Channel drain; PolyChannel MW100; with slotted galvanised grate (A15)",m,Drainage,General Drainage,97.93,Drainage!O1149,97.93,Drainage!A1149,Drainage,
DRA992,DRA936,"Gullies, channels, etc.; Channel drain; Polychannel MW100; with Cast Iron Polyheel slotted grate (C250)",m,Drainage,General Drainage,104.53,Drainage!O1150,104.53,Drainage!A1150,Drainage,
DRA993,DRA937,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,33.87,Drainage!O1151,33.87,Drainage!A1151,Drainage,
DRA994,DRA938,"Gullies, channels, etc.; End trap & rodding eye",m,Drainage,General Drainage,245.34,Drainage!O1152,245.34,Drainage!A1152,Drainage,
DRA995,DRA939,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,190.2,Drainage!O1153,190.2,Drainage!A1153,Drainage,
DRA996,DRA940,"Gullies, channels, etc.; Channel drain; PolyChannel SKCR with stainless steel edge; with slotted stainless steel grate (A15)",m,Drainage,General Drainage,194.1,Drainage!O1154,194.1,Drainage!A1154,Drainage,
DRA997,DRA941,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,33.87,Drainage!O1155,33.87,Drainage!A1155,Drainage,
DRA998,DRA942,"Gullies, channels, etc.; End trap & rodding eye",m,Drainage,General Drainage,259.7,Drainage!O1156,259.7,Drainage!A1156,Drainage,
DRA999,DRA943,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,222.7,Drainage!O1157,222.7,Drainage!A1157,Drainage,
DRA1000,DRA944,"Gullies, channels, etc.; Channel drain; PolyChannel MW150; with slotted cast iron grate (A15)",m,Drainage,General Drainage,156.79,Drainage!O1158,156.79,Drainage!A1158,Drainage,
DRA1001,DRA945,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,46.19,Drainage!O1159,46.19,Drainage!A1159,Drainage,
DRA1002,DRA946,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,253.91,Drainage!O1160,253.91,Drainage!A1160,Drainage,
DRA1003,DRA947,"Gullies, channels, etc.; Channel drain; PolyChannel MW200; with slotted cast iron grate (A15)",m,Drainage,General Drainage,211.39,Drainage!O1161,211.39,Drainage!A1161,Drainage,
DRA1004,DRA948,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,70.74,Drainage!O1162,70.74,Drainage!A1162,Drainage,
DRA1005,DRA949,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,339.3,Drainage!O1163,339.3,Drainage!A1163,Drainage,
DRA1006,DRA950,"Gullies, channels, etc.; Channel drain; PolyChannel MW300; with slotted cast iron grate (A15)",m,Drainage,General Drainage,286.42,Drainage!O1164,286.42,Drainage!A1164,Drainage,
DRA1007,DRA951,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,84.7,Drainage!O1165,84.7,Drainage!A1165,Drainage,
DRA1008,DRA952,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,524.51,Drainage!O1166,524.51,Drainage!A1166,Drainage,
DRA1009,DRA953,"Gullies, channels, etc.; Channel drain; ACO Brickslot C250",m,Drainage,General Drainage,96.3,Drainage!O1167,96.3,Drainage!A1167,Drainage,
DRA1010,DRA954,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,18.63,Drainage!O1168,18.63,Drainage!A1168,Drainage,
DRA1011,DRA955,"Gullies, channels, etc.; Angles",m,Drainage,General Drainage,54.62,Drainage!O1169,54.62,Drainage!A1169,Drainage,
DRA1012,DRA956,"Gullies, channels, etc.; Sump/outlet",m,Drainage,General Drainage,195.07,Drainage!O1170,195.07,Drainage!A1170,Drainage,
DRA1013,DRA957,"Gullies, channels, etc.; Kerb drain; ACO KD255HB",m,Drainage,General Drainage,76.93,Drainage!O1171,76.93,Drainage!A1171,Drainage,
DRA1014,DRA958,"Gullies, channels, etc.; Kerb drain; ACO KD255HB; curved",m,Drainage,General Drainage,95.25,Drainage!O1172,95.25,Drainage!A1172,Drainage,
DRA1015,DRA959,"Gullies, channels, etc.; Kerb drain; ACO KD305HB",m,Drainage,General Drainage,84.75,Drainage!O1173,84.75,Drainage!A1173,Drainage,
DRA1016,DRA960,"Gullies, channels, etc.; Kerb drain; ACO KD305HB; curved",m,Drainage,General Drainage,106.19,Drainage!O1174,106.19,Drainage!A1174,Drainage,
DRA1017,DRA961,"Gullies, channels, etc.; Kerb drain; ACO KD405HB",m,Drainage,General Drainage,99.96,Drainage!O1175,99.96,Drainage!A1175,Drainage,
DRA1018,DRA962,"Gullies, channels, etc.; Kerb drain; ACO KD405HB; curved",m,Drainage,General Drainage,127.49,Drainage!O1176,127.49,Drainage!A1176,Drainage,
DRA1019,DRA963,"Gullies, channels, etc.; Kerb drain; ACO KD480HB",m,Drainage,General Drainage,111.37,Drainage!O1177,111.37,Drainage!A1177,Drainage,
DRA1020,DRA964,"Gullies, channels, etc.; Kerb drain; ACO KD480HB; curved",m,Drainage,General Drainage,143.47,Drainage!O1178,143.47,Drainage!A1178,Drainage,
DRA1021,DRA965,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,28.07,Drainage!O1179,28.07,Drainage!A1179,Drainage,
DRA1022,DRA966,"Gullies, channels, etc.; Access chamber / Gully unit / outlet",m,Drainage,Gullies,518.0,Drainage!O1180,518.0,Drainage!A1180,Drainage,
DRA1023,DRA967,"Gullies, channels, etc.; Kerb drain; ACO SP380",m,Drainage,General Drainage,82.68,Drainage!O1181,82.68,Drainage!A1181,Drainage,
DRA1024,DRA968,"Gullies, channels, etc.; Kerb drain; ACO SP380; curved",m,Drainage,General Drainage,100.93,Drainage!O1182,100.93,Drainage!A1182,Drainage,
DRA1025,DRA969,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,28.07,Drainage!O1183,28.07,Drainage!A1183,Drainage,
DRA1026,DRA970,"Gullies, channels, etc.; Gully unit / outlet",m,Drainage,Gullies,376.58,Drainage!O1184,376.58,Drainage!A1184,Drainage,
DRA1027,DRA971,"Gullies, channels, etc.; Beany block drainage kerb",m,Drainage,General Drainage,119.52,Drainage!O1185,119.52,Drainage!A1185,Drainage,drainage
DRA1028,DRA972,"Gullies, channels, etc.; Beany block drainage kerb; radius/curved on plan",m,Drainage,General Drainage,157.73,Drainage!O1186,157.73,Drainage!A1186,Drainage,drainage
DRA1029,DRA973,"Gullies, channels, etc.; Beany block gully outfall",m,Drainage,Gullies,464.01,Drainage!O1187,464.01,Drainage!A1187,Drainage,
DRA1030,DRA974,"Gullies, channels, etc.; Beany block end cap",m,Drainage,General Drainage,43.69,Drainage!O1188,43.69,Drainage!A1188,Drainage,
DRA1031,DRA975,"Gullies, channels, etc.; Mini Beany drainage kerb",m,Drainage,General Drainage,99.49,Drainage!O1189,99.49,Drainage!A1189,Drainage,drainage
DRA1032,DRA976,"Gullies, channels, etc.; Mini Beany gully outfall",m,Drainage,Gullies,456.81,Drainage!O1190,456.81,Drainage!A1190,Drainage,
DRA1033,DRA977,"Gullies, channels, etc.; Mini beany end cap",m,Drainage,General Drainage,41.83,Drainage!O1191,41.83,Drainage!A1191,Drainage,
DRA1034,DRA978,"Gullies, channels, etc.; Slot drain; Birco 100 0/0",m,Drainage,General Drainage,187.78,Drainage!O1192,187.78,Drainage!A1192,Drainage,
DRA1035,DRA979,"Gullies, channels, etc.; Slot drain; Ends",m,Drainage,General Drainage,25.35,Drainage!O1193,25.35,Drainage!A1193,Drainage,
DRA1036,DRA980,"Gullies, channels, etc.; Slot Drain access cover & bolts",m,Drainage,General Drainage,251.82,Drainage!O1194,251.82,Drainage!A1194,Drainage,
DRA1037,DRA981,"Gullies, channels, etc.; Slot Drain; Cap outlet",m,Drainage,General Drainage,66.55,Drainage!O1195,66.55,Drainage!A1195,Drainage,
DRA1038,DRA982,"Gullies, channels, etc.; Slot drain; Sump/outlet",m,Drainage,General Drainage,323.16,Drainage!O1196,323.16,Drainage!A1196,Drainage,
DRA1039,DRA983,"Gullies, channels, etc.; Threshold drain",m,Drainage,General Drainage,56.83,Drainage!O1197,56.83,Drainage!A1197,Drainage,
DRA1040,DRA984,"Gullies, channels, etc.; Ends",m,Drainage,General Drainage,18.34,Drainage!O1198,18.34,Drainage!A1198,Drainage,
DRA1041,DRA985,"Gullies, channels, etc.; Outlet",m,Drainage,General Drainage,62.34,Drainage!O1199,62.34,Drainage!A1199,Drainage,
DRA1042,DRA986,"Gullies, channels, etc.; Gatic Paveslot channel; 100mm wide",m,Drainage,General Drainage,211.38,Drainage!O1200,211.38,Drainage!A1200,Drainage,100mm
DRA1043,DRA987,"Gullies, channels, etc.; Gatic Paveslot channel; Ends",m,Drainage,General Drainage,31.25,Drainage!O1201,31.25,Drainage!A1201,Drainage,
DRA1044,DRA988,"Gullies, channels, etc.; Gatic Paveslot channel; Sump/outlet",m,Drainage,General Drainage,511.96,Drainage!O1202,511.96,Drainage!A1202,Drainage,
DRA1045,DRA989,"Gullies, channels, etc.; Gatic Slot Drain; 225mm ultraslot",m,Drainage,General Drainage,313.5,Drainage!O1203,313.5,Drainage!A1203,Drainage,225mm
DRA1046,DRA990,"Gullies, channels, etc.; Combined access/outlet box for 225 ultraslot",m,Drainage,General Drainage,734.3,Drainage!O1204,734.3,Drainage!A1204,Drainage,
DRA1047,DRA991,"Gullies, channels, etc.; Gatic Slot Drain; 300mm ultraslot",m,Drainage,General Drainage,335.14,Drainage!O1205,335.14,Drainage!A1205,Drainage,300mm
DRA1048,DRA992,"Gullies, channels, etc.; Combined access/outlet box for 300 ultraslot",m,Drainage,General Drainage,857.39,Drainage!O1206,857.39,Drainage!A1206,Drainage,
DRA1049,DRA993,"Gullies, channels, etc.; Gatic Slot Drain; 600mm ultraslot",m,Drainage,General Drainage,571.19,Drainage!O1207,571.19,Drainage!A1207,Drainage,600mm
DRA1050,DRA994,"Gullies, channels, etc.; Combined access/outlet box for 600 ultraslot",m,Drainage,General Drainage,1461.7,Drainage!O1208,1461.7,Drainage!A1208,Drainage,
DRA1051,DRA995,"Gullies, connections, etc; UPVC; Yard gully; 300 dia x 600 dp; 110 dia outlet; 4D800; light duty grating & frame",m,Drainage,Gullies,217.37,Drainage!O1211,217.37,Drainage!A1211,Drainage,
DRA1052,DRA996,"Gullies, connections, etc; UPVC; Road gully 6TW650; 450 dia x 750/900 dp; 150 dia outlet; D400 400 x 440 grating & frame",m,Drainage,Gullies,325.63,Drainage!O1212,325.63,Drainage!A1212,Drainage,
DRA1053,DRA997,"Gullies, connections, etc; UPVC; Channel drain; ACO M100; with pressed steel grate",m,Drainage,General Drainage,145.95,Drainage!O1213,145.95,Drainage!A1213,Drainage,
