id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0712_Drainage,DR0712,1212,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,5200.19,Drainage!O1494,5200.19,Drainage!A1494,Drainage,manhole|invert|depth
DR_0713_Drainage,DR0713,1213,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,5434.55,Drainage!O1495,5434.55,Drainage!A1495,Drainage,manhole|invert|depth
DR_0714_Drainage,DR0714,1214,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5 - 5.25 m,m,Drainage,Manholes,Drainage Works,5668.9,Drainage!O1496,5668.9,Drainage!A1496,Drainage,manhole|invert|depth
DR_0715_Drainage,DR0715,1215,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.25 - 5.5 m,m,Drainage,Manholes,Drainage Works,5903.25,Drainage!O1497,5903.25,Drainage!A1497,Drainage,manhole|invert|depth
DR_0716_Drainage,DR0716,1216,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.5 - 5.75 m,m,Drainage,Manholes,Drainage Works,6137.61,Drainage!O1498,6137.61,Drainage!A1498,Drainage,manhole|invert|depth
DR_0717_Drainage,DR0717,1217,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.75 - 6 m,m,Drainage,Manholes,Drainage Works,6371.96,Drainage!O1499,6371.96,Drainage!A1499,Drainage,manhole|invert|depth
DR_0718_Drainage,DR0718,1218,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6 - 6.25 m,m,Drainage,Manholes,Drainage Works,6606.31,Drainage!O1500,6606.31,Drainage!A1500,Drainage,manhole|invert|depth
DR_0719_Drainage,DR0719,1219,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6.25 - 6.5 m,m,Drainage,Manholes,Drainage Works,6840.67,Drainage!O1501,6840.67,Drainage!A1501,Drainage,manhole|invert|depth
DR_0720_Drainage,DR0720,1221,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,2141.51,Drainage!O1507,2141.51,Drainage!A1507,Drainage,manhole|invert|depth
DR_0721_Drainage,DR0721,1222,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,2440.63,Drainage!O1508,2440.63,Drainage!A1508,Drainage,manhole|invert|depth
DR_0722_Drainage,DR0722,1223,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,2739.74,Drainage!O1509,2739.74,Drainage!A1509,Drainage,manhole|invert|depth
DR_0723_Drainage,DR0723,1224,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,3038.86,Drainage!O1510,3038.86,Drainage!A1510,Drainage,manhole|invert|depth
DR_0724_Drainage,DR0724,1225,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,3337.98,Drainage!O1511,3337.98,Drainage!A1511,Drainage,manhole|invert|depth
DR_0725_Drainage,DR0725,1226,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,3637.09,Drainage!O1512,3637.09,Drainage!A1512,Drainage,manhole|invert|depth
DR_0726_Drainage,DR0726,1227,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,3936.21,Drainage!O1513,3936.21,Drainage!A1513,Drainage,manhole|invert|depth
DR_0727_Drainage,DR0727,1228,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,4235.33,Drainage!O1514,4235.33,Drainage!A1514,Drainage,manhole|invert|depth
DR_0728_Drainage,DR0728,1229,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,4534.45,Drainage!O1515,4534.45,Drainage!A1515,Drainage,manhole|invert|depth
DR_0729_Drainage,DR0729,1230,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,4833.56,Drainage!O1516,4833.56,Drainage!A1516,Drainage,manhole|invert|depth
DR_0730_Drainage,DR0730,1231,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,5132.68,Drainage!O1517,5132.68,Drainage!A1517,Drainage,manhole|invert|depth
DR_0731_Drainage,DR0731,1232,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,5431.8,Drainage!O1518,5431.8,Drainage!A1518,Drainage,manhole|invert|depth
DR_0732_Drainage,DR0732,1233,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,5730.91,Drainage!O1519,5730.91,Drainage!A1519,Drainage,manhole|invert|depth
DR_0733_Drainage,DR0733,1234,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,6030.03,Drainage!O1520,6030.03,Drainage!A1520,Drainage,manhole|invert|depth
DR_0734_Drainage,DR0734,1235,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,6329.15,Drainage!O1521,6329.15,Drainage!A1521,Drainage,manhole|invert|depth
DR_0735_Drainage,DR0735,1236,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,6628.27,Drainage!O1522,6628.27,Drainage!A1522,Drainage,manhole|invert|depth
DR_0736_Drainage,DR0736,1237,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,6927.38,Drainage!O1523,6927.38,Drainage!A1523,Drainage,manhole|invert|depth
DR_0737_Drainage,DR0737,1238,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5 - 5.25 m,m,Drainage,Manholes,Drainage Works,7226.5,Drainage!O1524,7226.5,Drainage!A1524,Drainage,manhole|invert|depth
DR_0738_Drainage,DR0738,1239,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.25 - 5.5 m,m,Drainage,Manholes,Drainage Works,7525.62,Drainage!O1525,7525.62,Drainage!A1525,Drainage,manhole|invert|depth
DR_0739_Drainage,DR0739,1240,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.5 - 5.75 m,m,Drainage,Manholes,Drainage Works,7824.73,Drainage!O1526,7824.73,Drainage!A1526,Drainage,manhole|invert|depth
DR_0740_Drainage,DR0740,1241,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.75 - 6 m,m,Drainage,Manholes,Drainage Works,8123.85,Drainage!O1527,8123.85,Drainage!A1527,Drainage,manhole|invert|depth
DR_0741_Drainage,DR0741,1242,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6 - 6.25 m,m,Drainage,Manholes,Drainage Works,8422.97,Drainage!O1528,8422.97,Drainage!A1528,Drainage,manhole|invert|depth
DR_0742_Drainage,DR0742,1243,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6.25 - 6.5 m,m,Drainage,Manholes,Drainage Works,8722.08,Drainage!O1529,8722.08,Drainage!A1529,Drainage,manhole|invert|depth
DR_0743_Drainage,DR0743,1244,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,3419.24,Drainage!O1531,3419.24,Drainage!A1531,Drainage,manhole|invert|depth
DR_0744_Drainage,DR0744,1245,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,3868.8,Drainage!O1532,3868.8,Drainage!A1532,Drainage,manhole|invert|depth
DR_0745_Drainage,DR0745,1246,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,4318.36,Drainage!O1533,4318.36,Drainage!A1533,Drainage,manhole|invert|depth
DR_0746_Drainage,DR0746,1247,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,4767.92,Drainage!O1534,4767.92,Drainage!A1534,Drainage,manhole|invert|depth
DR_0747_Drainage,DR0747,1248,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,5217.48,Drainage!O1535,5217.48,Drainage!A1535,Drainage,manhole|invert|depth
DR_0748_Drainage,DR0748,1249,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,5667.04,Drainage!O1536,5667.04,Drainage!A1536,Drainage,manhole|invert|depth
DR_0749_Drainage,DR0749,1250,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,6116.6,Drainage!O1537,6116.6,Drainage!A1537,Drainage,manhole|invert|depth
DR_0750_Drainage,DR0750,1251,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,6566.16,Drainage!O1538,6566.16,Drainage!A1538,Drainage,manhole|invert|depth
DR_0751_Drainage,DR0751,1252,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,7015.72,Drainage!O1539,7015.72,Drainage!A1539,Drainage,manhole|invert|depth
DR_0752_Drainage,DR0752,1253,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,7465.28,Drainage!O1540,7465.28,Drainage!A1540,Drainage,manhole|invert|depth
DR_0753_Drainage,DR0753,1254,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,7914.84,Drainage!O1541,7914.84,Drainage!A1541,Drainage,manhole|invert|depth
DR_0754_Drainage,DR0754,1255,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,8364.4,Drainage!O1542,8364.4,Drainage!A1542,Drainage,manhole|invert|depth
DR_0755_Drainage,DR0755,1256,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,8813.96,Drainage!O1543,8813.96,Drainage!A1543,Drainage,manhole|invert|depth
DR_0756_Drainage,DR0756,1257,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,9263.52,Drainage!O1544,9263.52,Drainage!A1544,Drainage,manhole|invert|depth
DR_0757_Drainage,DR0757,1258,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,9713.08,Drainage!O1545,9713.08,Drainage!A1545,Drainage,manhole|invert|depth
DR_0758_Drainage,DR0758,1259,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,10162.64,Drainage!O1546,10162.64,Drainage!A1546,Drainage,manhole|invert|depth
DR_0759_Drainage,DR0759,1260,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,10612.2,Drainage!O1547,10612.2,Drainage!A1547,Drainage,manhole|invert|depth
DR_0760_Drainage,DR0760,1261,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5 - 5.25 m,m,Drainage,Manholes,Drainage Works,11061.76,Drainage!O1548,11061.76,Drainage!A1548,Drainage,manhole|invert|depth
DR_0761_Drainage,DR0761,1262,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.25 - 5.5 m,m,Drainage,Manholes,Drainage Works,11511.32,Drainage!O1549,11511.32,Drainage!A1549,Drainage,manhole|invert|depth
DR_0762_Drainage,DR0762,1263,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.5 - 5.75 m,m,Drainage,Manholes,Drainage Works,11960.88,Drainage!O1550,11960.88,Drainage!A1550,Drainage,manhole|invert|depth
DR_0763_Drainage,DR0763,1264,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.75 - 6 m,m,Drainage,Manholes,Drainage Works,12410.44,Drainage!O1551,12410.44,Drainage!A1551,Drainage,manhole|invert|depth
DR_0764_Drainage,DR0764,1265,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6 - 6.25 m,m,Drainage,Manholes,Drainage Works,12860.0,Drainage!O1552,12860.0,Drainage!A1552,Drainage,manhole|invert|depth
DR_0765_Drainage,DR0765,1266,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6.25 - 6.5 m,m,Drainage,Manholes,Drainage Works,13309.55,Drainage!O1553,13309.55,Drainage!A1553,Drainage,manhole|invert|depth
DR_0766_Drainage,DR0766,1267,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6.5 - 6.75 m,m,Drainage,Manholes,Drainage Works,13759.11,Drainage!O1554,13759.11,Drainage!A1554,Drainage,manhole|invert|depth
DR_0767_Drainage,DR0767,1268,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 6.75 - 7 m,m,Drainage,Manholes,Drainage Works,14208.67,Drainage!O1555,14208.67,Drainage!A1555,Drainage,manhole|invert|depth
DR_0768_Drainage,DR0768,1269,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 7 - 7.25 m,m,Drainage,Manholes,Drainage Works,14658.23,Drainage!O1556,14658.23,Drainage!A1556,Drainage,manhole|invert|depth
DR_0769_Drainage,DR0769,1270,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 7.25 - 7.5 m,m,Drainage,Manholes,Drainage Works,15107.79,Drainage!O1557,15107.79,Drainage!A1557,Drainage,manhole|invert|depth
DR_0770_Drainage,DR0770,1271,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 7.5 - 7.75 m,m,Drainage,Manholes,Drainage Works,15557.35,Drainage!O1558,15557.35,Drainage!A1558,Drainage,manhole|invert|depth
DR_0771_Drainage,DR0771,1272,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 7.75 - 8 m,m,Drainage,Manholes,Drainage Works,16006.91,Drainage!O1559,16006.91,Drainage!A1559,Drainage,manhole|invert|depth
DR_0772_Drainage,DR0772,1273,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 8 - 8.25 m,m,Drainage,Manholes,Drainage Works,16456.47,Drainage!O1560,16456.47,Drainage!A1560,Drainage,manhole|invert|depth
DR_0773_Drainage,DR0773,1274,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 8.25 - 8.5 m,m,Drainage,Manholes,Drainage Works,16906.03,Drainage!O1561,16906.03,Drainage!A1561,Drainage,manhole|invert|depth
DR_0774_Drainage,DR0774,1275,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 8.5 - 8.75 m,m,Drainage,Manholes,Drainage Works,17355.59,Drainage!O1562,17355.59,Drainage!A1562,Drainage,manhole|invert|depth
DR_0775_Drainage,DR0775,1276,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 8.75 - 9 m,m,Drainage,Manholes,Drainage Works,17805.15,Drainage!O1563,17805.15,Drainage!A1563,Drainage,manhole|invert|depth
DR_0776_Drainage,DR0776,1277,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 9 - 9.25 m,m,Drainage,Manholes,Drainage Works,18254.71,Drainage!O1564,18254.71,Drainage!A1564,Drainage,manhole|invert|depth
DR_0777_Drainage,DR0777,1278,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 9.25 - 9.5 m,m,Drainage,Manholes,Drainage Works,18704.27,Drainage!O1565,18704.27,Drainage!A1565,Drainage,manhole|invert|depth
DR_0778_Drainage,DR0778,1279,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 9.5 - 9.75 m,m,Drainage,Manholes,Drainage Works,19153.83,Drainage!O1566,19153.83,Drainage!A1566,Drainage,manhole|invert|depth
DR_0779_Drainage,DR0779,1280,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,5491.54,Drainage!O1569,5491.54,Drainage!A1569,Drainage,manhole|invert|depth
DR_0780_Drainage,DR0780,1281,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,6195.88,Drainage!O1570,6195.88,Drainage!A1570,Drainage,manhole|invert|depth
DR_0781_Drainage,DR0781,1282,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,6900.23,Drainage!O1571,6900.23,Drainage!A1571,Drainage,manhole|invert|depth
DR_0782_Drainage,DR0782,1283,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,7604.57,Drainage!O1572,7604.57,Drainage!A1572,Drainage,manhole|invert|depth
DR_0783_Drainage,DR0783,1284,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,8308.91,Drainage!O1573,8308.91,Drainage!A1573,Drainage,manhole|invert|depth
DR_0784_Drainage,DR0784,1285,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,9013.25,Drainage!O1574,9013.25,Drainage!A1574,Drainage,manhole|invert|depth
DR_0785_Drainage,DR0785,1286,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,9717.59,Drainage!O1575,9717.59,Drainage!A1575,Drainage,manhole|invert|depth
DR_0786_Drainage,DR0786,1287,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,10421.93,Drainage!O1576,10421.93,Drainage!A1576,Drainage,manhole|invert|depth
DR_0787_Drainage,DR0787,1288,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,11126.27,Drainage!O1577,11126.27,Drainage!A1577,Drainage,manhole|invert|depth
DR_0788_Drainage,DR0788,1289,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,11830.61,Drainage!O1578,11830.61,Drainage!A1578,Drainage,manhole|invert|depth
DR_0789_Drainage,DR0789,1290,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,12534.95,Drainage!O1579,12534.95,Drainage!A1579,Drainage,manhole|invert|depth
DR_0790_Drainage,DR0790,1291,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,13239.29,Drainage!O1580,13239.29,Drainage!A1580,Drainage,manhole|invert|depth
DR_0791_Drainage,DR0791,1292,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,13943.63,Drainage!O1581,13943.63,Drainage!A1581,Drainage,manhole|invert|depth
DR_0792_Drainage,DR0792,1293,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,14647.97,Drainage!O1582,14647.97,Drainage!A1582,Drainage,manhole|invert|depth
DR_0793_Drainage,DR0793,1294,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,15352.31,Drainage!O1583,15352.31,Drainage!A1583,Drainage,manhole|invert|depth
DR_0794_Drainage,DR0794,1295,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,16056.65,Drainage!O1584,16056.65,Drainage!A1584,Drainage,manhole|invert|depth
DR_0795_Drainage,DR0795,1296,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,16760.99,Drainage!O1585,16760.99,Drainage!A1585,Drainage,manhole|invert|depth
DR_0796_Drainage,DR0796,1297,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5 - 5.25 m,m,Drainage,Manholes,Drainage Works,17465.33,Drainage!O1586,17465.33,Drainage!A1586,Drainage,manhole|invert|depth
DR_0797_Drainage,DR0797,1298,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.25 - 5.5 m,m,Drainage,Manholes,Drainage Works,18169.67,Drainage!O1587,18169.67,Drainage!A1587,Drainage,manhole|invert|depth
DR_0798_Drainage,DR0798,1299,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.5 - 5.75 m,m,Drainage,Manholes,Drainage Works,18874.01,Drainage!O1588,18874.01,Drainage!A1588,Drainage,manhole|invert|depth
DR_0799_Drainage,DR0799,1300,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.75 - 6 m,m,Drainage,Manholes,Drainage Works,19578.35,Drainage!O1589,19578.35,Drainage!A1589,Drainage,manhole|invert|depth
DR_0800_Drainage,DR0800,1301,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,9070.66,Drainage!O1592,9070.66,Drainage!A1592,Drainage,manhole|invert|depth
DR_0801_Drainage,DR0801,1302,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,10133.64,Drainage!O1593,10133.64,Drainage!A1593,Drainage,manhole|invert|depth
DR_0802_Drainage,DR0802,1303,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,11196.62,Drainage!O1594,11196.62,Drainage!A1594,Drainage,manhole|invert|depth
DR_0803_Drainage,DR0803,1304,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,12259.6,Drainage!O1595,12259.6,Drainage!A1595,Drainage,manhole|invert|depth
DR_0804_Drainage,DR0804,1305,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,13322.58,Drainage!O1596,13322.58,Drainage!A1596,Drainage,manhole|invert|depth
DR_0805_Drainage,DR0805,1306,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,14385.56,Drainage!O1597,14385.56,Drainage!A1597,Drainage,manhole|invert|depth
DR_0806_Drainage,DR0806,1307,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,15448.54,Drainage!O1598,15448.54,Drainage!A1598,Drainage,manhole|invert|depth
DR_0807_Drainage,DR0807,1308,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,16511.52,Drainage!O1599,16511.52,Drainage!A1599,Drainage,manhole|invert|depth
DR_0808_Drainage,DR0808,1309,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,17574.5,Drainage!O1600,17574.5,Drainage!A1600,Drainage,manhole|invert|depth
DR_0809_Drainage,DR0809,1310,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,18637.47,Drainage!O1601,18637.47,Drainage!A1601,Drainage,manhole|invert|depth
DR_0810_Drainage,DR0810,1311,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,19700.45,Drainage!O1602,19700.45,Drainage!A1602,Drainage,manhole|invert|depth
DR_0811_Drainage,DR0811,1312,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,20763.43,Drainage!O1603,20763.43,Drainage!A1603,Drainage,manhole|invert|depth
DR_0812_Drainage,DR0812,1313,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,21826.41,Drainage!O1604,21826.41,Drainage!A1604,Drainage,manhole|invert|depth
DR_0813_Drainage,DR0813,1314,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,22889.39,Drainage!O1605,22889.39,Drainage!A1605,Drainage,manhole|invert|depth
DR_0814_Drainage,DR0814,1315,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,23952.37,Drainage!O1606,23952.37,Drainage!A1606,Drainage,manhole|invert|depth
DR_0815_Drainage,DR0815,1316,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,25015.35,Drainage!O1607,25015.35,Drainage!A1607,Drainage,manhole|invert|depth
DR_0816_Drainage,DR0816,1317,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,26078.33,Drainage!O1608,26078.33,Drainage!A1608,Drainage,manhole|invert|depth
DR_0817_Drainage,DR0817,1318,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5 - 5.25 m,m,Drainage,Manholes,Drainage Works,27141.3,Drainage!O1609,27141.3,Drainage!A1609,Drainage,manhole|invert|depth
DR_0818_Drainage,DR0818,1319,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.25 - 5.5 m,m,Drainage,Manholes,Drainage Works,28204.28,Drainage!O1610,28204.28,Drainage!A1610,Drainage,manhole|invert|depth
DR_0819_Drainage,DR0819,1320,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.5 - 5.75 m,m,Drainage,Manholes,Drainage Works,29267.26,Drainage!O1611,29267.26,Drainage!A1611,Drainage,manhole|invert|depth
DR_0820_Drainage,DR0820,1321,PC concrete rectangular manholes; 1200 x 750; depth to invert; depth to invert: 5.75 - 6 m,m,Drainage,Manholes,Drainage Works,30330.24,Drainage!O1612,30330.24,Drainage!A1612,Drainage,manhole|invert|depth
DR_0821_Drainage,DR0821,1322,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 0.25 - 0.5 m,m,Drainage,Manholes,Drainage Works,336.37,Drainage!O1615,336.37,Drainage!A1615,Drainage,100mm|manhole|invert|depth
